Title,Content
Amnesiac,"No use, no use, now, begging Recognize!
There is nothing to do with such a beautiful blank but smooth it.
Name, house, car keys,
The little toy wife—
Erased, sigh, sigh.
Four babies and a cocker!
Nurses the size of worms and a minute doctor
Tuck him in.
Old happenings
Peel from his skin.
Down the drain with all of it!
Hugging his pillow
Like the red-headed sister he never dared to touch,
He dreams of a new one—
Barren, the lot are barren!
And of another color.
How they'll travel, travel, travel, scenery
Sparking off their brother-sister rears
A comet tail!
And money the sperm fluid of it all.
One nurse brings in
A green drink, one a blue.
They rise on either side of him like stars.
The two drinks flame and foam.
O sister, mother, wife,
Sweet Lethe is my life.
I am never, never, never coming home!"
The Courage Of Shutting-Up,"The courage of the shut mouth, in spite of artillery!
The line pink and quiet, a worm, basking.
There are black disks behind it, the disks of outrage,
And the outrage of a sky, the lined brain of it.
The disks revolve, they ask to be heard—
Loaded, as they are, with accounts of ****ies.
****ies, usages, desertions and doubleness,
The needle journeying in its groove,
Silver beast between two dark canyons,
A great surgeon, now a tattooist,
Tattooing over and over the same blue grievances,
The snakes, the babies, the tits
On mermaids and two-legged dreamgirls.
The surgeon is quiet, he does not speak.
He has seen too much death, his hands are full of it.
So the disks of the brain revolve, like the muzzles of cannon.
Then there is that antique billhook, the tongue,
Indefatigable, purple. Must it be cut out?
It has nine tails, it is dangerous.
And the noise it flays from the air, once it gets going!
No, the tongue, too, has been put by,
Hung up in the library with the engravings of Rangoon
And the fox heads, the otter heads, the heads of dead rabbits.
It is a marvelous object—
The things it has pierced in its time.
But how about the eyes, the eyes, the eyes?
Mirrors can kill and talk, they are terrible rooms
In which a torture goes on one can only watch.
The face that lived in this mirror is the face of a dead man.
Do not worry about the eyes—
They may be white and shy, they are no stool pigeons,
Their death rays folded like flags
Of a country no longer heard of,
An obstinate independency
Insolvent among the mountains."
Mary's Song,"The Sunday lamb cracks in its fat.
The fat
Sacrifices its opacity. . . .
A window, holy gold.
The fire makes it precious,
The same fire
Melting the tallow heretics,
Ousting the Jews.
Their thick palls float
Over the cicatrix of Poland, burnt-out
Germany.
They do not die.
Grey birds obsess my heart,
Mouth-ash, ash of eye.
They settle.  On the high
Precipice
That emptied one man into space
The ovens glowed like heavens, incandescent.
It is a heart,
This holocaust I walk in,
O golden child the world will kill and eat."
Soliloquy Of The Solipsist,"Soliloquy Of The Solipsist
I?
I walk alone;
The midnight street
Spins itself from under my feet;
When my eyes shut
These dreaming houses all snuff out;
Through a whim of mine
Over gables the moon's celestial onion
Hangs high.
I
Make houses shrink
And trees diminish
By going far; my look's leash
Dangles the puppet-people
Who, unaware how they dwindle,
Laugh, kiss, get drunk,
Nor guess that if I choose to blink
They die.
I
When in good humor,
Give grass its green
Blazon sky blue, and endow the sun
With gold;
Yet, in my wintriest moods, I hold
Absolute power
To boycott any color and forbid any flower
To be.
I
Know you appear
Vivid at my side,
Denying you sprang out of my head,
Claiming you feel
Love fiery enough to prove flesh real,
Though it's quite clear
All you beauty, all your wit, is a gift, my dear,
From me."
Channel Crossing,"On storm-struck deck, wind sirens caterwaul;
With each tilt, shock and shudder, our blunt ship
Cleaves forward into fury; dark as anger,
Waves wallop, assaulting the stubborn hull.
Flayed by spray, we take the challenge up,
Grip the rail, squint ahead, and wonder how much longer
Such force can last; but beyond, the neutral view
Shows, rank on rank, the hungry seas advancing.
Below, rocked havoc-sick, voyagers lie
Retching in bright orange basins; a refugee
Sprawls, hunched in black, among baggage, wincing
Under the strict mask of his agony.
Far from the sweet stench of that perilous air
In which our comrades are betrayed, we freeze
And marvel at the smashing nonchalance
Of nature : what better way to test taut fiber
Than against this onslaught, these casual blasts of ice
That wrestle with us like angels; the mere chance
Of making harbor through this racketing flux
Taunts us to valor. Blue sailors sang that our journey
Would be full of sun, white gulls, and water drenched
With radiance, peacock-colored; instead, bleak rocks
Jutted early to mark our going, while sky
Curded over with clouds and chalk cliffs blanched
In sullen light of the inauspicious day.
Now, free, by hazard's quirk, from the common ill
Knocking our brothers down, we strike a stance
Most mock-heroic, to cloak our waking awe
At this rare rumpus which no man can control :
Meek and proud both fall; stark violence
Lays all walls waste; private estates are torn,
Ransacked in the public eye. We forsake
Our lone luck now, compelled by bond, by blood,
To keep some unsaid pact; perhaps concern
Is helpless here, quite extra, yet we must make
The gesture, bend and hold the prone man's head.
And so we sail toward cities, streets and homes
Of other men, where statues celebrate
Brave acts played out in peace, in war; all dangers
End : green shores appear; we assume our names,
Our luggage, as docks halt our brief epic; no debt
Survives arrival; we walk the plank with strangers."
Gulliver,"Over your body the clouds go
High, high and icily
And a little flat, as if they
Floated on a glass that was invisible.
Unlike swans,
Having no reflections;
Unlike you,
With no strings attached.
All cool, all blue. Unlike you —-
You, there on your back,
Eyes to the sky.
The spider-men have caught you,
Winding and twining their petty fetters,
Their bribes —-
So many silks.
How they hate you.
They converse in the valley of your fingers, they are inchworms.
They would have you sleep in their cabinets,
This toe and that toe, a relic.
Step off!
Step off seven leagues, like those distances
That revolve in Crivelli, untouchable.
Let this eye be an eagle,
The shadow of this lip, an abyss."
Doomsday,"Doomsday
The idiot bird leaps out and drunken leans
Atop the broken universal clock:
The hour is crowed in lunatic thirteens.
Out painted stages fall apart by scenes
While all the actors halt in mortal shock:
The idiot bird leaps out and drunken leans.
Streets crack through in havoc-split ravines
As the doomstruck city crumbles block by block:
The hour is crowed in lunatic thirteens.
Fractured glass flies down in smithereens;
Our lucky relics have been put in hock:
The idiot bird leaps out and drunken leans.
The monkey's wrench has blasted all machines;
We never thought to hear the holy cock:
The hour is crowed in lunatic thirteens.
Too late to ask if end was worth the means,
Too late to calculate the toppling stock:
The idiot bird leaps out and drunken leans,
The hour is crowed in lunatic thirteens."
To Eva Descending The Stair,"Clocks cry: stillness is a lie, my dear;
The wheels revolve, the universe keeps running.
(Proud you halt upon the spiral stair.)
The asteroids turn traitor in the air,
And planets plot with old elliptic cunning;
Clocks cry: stillness is a lie, my dear.
Red the unraveled rose sings in your hair:
Blood springs eternal if the heart be burning.
(Proud you halt upon the spiral stair.)
Cryptic stars wind up the atmosphere,
In solar schemes the titled suns go turning;
Clocks cry: stillness is a lie, my dear.
Loud the immortal nightingales declare:
Love flames forever if the flesh be yearning.
(Proud you halt upon the spiral stair.)
Circling zodiac compels the year.
Intolerant beauty never will be learning.
Clocks cry: stillness is a lie, my dear.
(Proud you halt upon the spiral stair.)"
Moonrise,"Grub-white mulberries redden among leaves.
I'll go out and sit in white like they do,
Doing nothing. July's juice rounds their nubs.
This park is fleshed with idiot petals.
White catalpa flowers tower, topple,
Cast a round white shadow in their dying.
A pigeon rudders down. It's fantail's white
Vocation enough: opening, shutting
White petals, white fantails, ten white fingers.
Enough for fingernails to make half-moons
Redden in white palms no labor reddens.
White bruises toward color, else collapses.
Berries redden. A body of whiteness
Rots, and smells of rot under its headstone
Though the body walk out in clean linen.
I smell that whiteness here, beneath the stones
Where small ants roll their eggs, where grubs fatten.
Death may whiten in sun or out of it.
Death whitens in the egg and out of it.
I can see no color for this whiteness.
White: it is a complexion of the mind.
I tire, imagining white Niagaras
Build up from a rock root, as fountains build
Against the weighty image of their fall.
Lucina, bony mother, laboring
Among the socketed white stars, your face
Of candor pares white flesh to the white bone,
Who drag our ancient father at the heel,
White-bearded, weary. The berries purple
And bleed. The white stomach may ripen yet."
Waking In Winter,"I can taste the tin of the sky —- the real tin thing.
Winter dawn is the color of metal,
The trees stiffen into place like burnt nerves.
All night I have dreamed of destruction, annihilations —-
An assembly-line of cut throats, and you and I
Inching off in the gray Chevrolet, drinking the green
Poison of stilled lawns, the little clapboard gravestones,
Noiseless, on rubber wheels, on the way to the sea resort.
How the balconies echoed! How the sun lit up
The skulls, the unbuckled bones facing the view!
Space! Space! The bed linen was giving out entirely.
Cot legs melted in terrible attitudes, and the nurses —-
Each nurse patched her soul to a wound and disappeared.
The deathly guests had not been satisfied
With the rooms, or the smiles, or the beautiful rubber plants,
Or the sea, Hushing their peeled sense like Old Mother Morphia."
Ouija,"It is a chilly god, a god of shades,
Rises to the glass from his black fathoms.
At the window, those unborn, those undone
Assemble with the frail paleness of moths,
An envious phosphorescence in their wings.
Vermillions, bronzes, colors of the sun
In the coal fire will not wholly console them.
Imagine their deep hunger, deep as the dark
For the blood-heat that would ruddlr or reclaim.
The glass mouth sucks blooh-heat from my forefinger.
The old god dribbles, in return, his words.
The old god, too, write aureate poetry
In tarnished modes, maundering among the wastes,
Fair chronicler of every foul declension.
Age, and ages of prose, have uncoiled
His talking whirlwind, abated his excessive temper
When words, like locusts, drummed the darkening air
And left the cobs to rattle, bitten clean.
Skies once wearing a blue, divine hauteur
Ravel above us, mistily descend,
Thickening with motes, to a marriage with the mire.
He hymns the rotten queen with saffron hair
Who has saltier aphrodisiacs
Than virgins' tears. That bawdy queen of death,
Her wormy couriers aer at his bones.
Still he hymns juice of her, hot nectarine.
I see him, horny-skinned and tough, construe
What flinty pebbles and ploughable upturns
As ponderable tokens of her love.
He, godly, doddering, spells
No succinct Gabriel from the letters here
But floridly, his amorous nostalgias."
The Ravaged Face,"Outlandish as a circus, the ravaged face
Parades the marketplace, lurid and stricken
By some unutterable chagrin,
Maudlin from leaky eye to swollen nose.
Two pinlegs stagger underneath the mass.
Grievously purpled, mouth skewered on a groan,
Past keeping to the house, past all discretion —-
Myself, myself! —- obscene, lugubrious.
Better the flat leer of the idiot,
The stone face of the man who dosen't feel,
The velvet dodges of the hypocrite :
Better, better, and more acceptable
To timorous children, to the lady on the street.
O Oedipus. O Christ. You use me ill."
April Aubade,"Worship this world of watercolor mood
in glass pagodas hung with veils of green
where diamonds jangle hymns within the blood
and sap ascends the steeple of the vein.
A saintly sparrow jargons madrigals
to waken dreamers in the milky dawn,
while tulips bow like a college of cardinals
before that papal paragon, the sun.
Christened in a spindrift of snowdrop stars,
where on pink-fluted feet the pigeons pass
and jonquils sprout like solomon's metaphors,
my love and I go garlanded with grass.
Again we are deluded and infer
that somehow we are younger than we were."
The Beast,"He was the bullman earlierm
King of the dish, my lucky animal.
Breathing was easy in his airy holding.
The sun sat in his armpit.
Nothing went moldy. The little invisibles
Waited on him hand and foot.
The blue sisters sent me to another school.
Monkey lived under the dunce cap.
He kept blowing me kisses.
I hardly knew him.
He won't be got rid of:
Memblepaws, teary and sorry,
Fido Littlesoul, the bowel's unfamiliar.
A dustbin's enough for him.
The dark's his bone.
Call him any name, he'll come to it.
Mud-sump, happy sty face.
I've married a cupboard of rubbish.
I bed in a fish puddle.
Down here the sky is always falling.
Hogwallow's at the window.
The star bugs won't save me this mouth.
I housekeep in Time's gut-end
Among emmets and mollusks,
Duchess of Nothing,
Hairtusk's bride."
Doom Of Exiles,"Now we, returning from the vaulted domes
Of our colossal sleep, come home to find
A tall metropolis of catacombs
Erected down the gangways of our mind.
Green alleys where we reveled have become
The infernal haunt of demon dangers;
Both seraph song and violins are dumb;
Each clock tick consecrates the death of strangers
Backward we traveled to reclaim the day
Before we fell, like Icarus, undone;
All we find are altars in decay
And profane words scrawled black across the sun.
Still, stubbornly we try to crack the nut
In which the riddle of our race is shut."
Face Lift,"You bring me good news from the clinic,
Whipping off your silk scarf, exhibiting the tight white
Mummy-cloths, smiling: I'm all right.
When I was nine, a lime-green anesthetist
Fed me banana-gas through a frog mask.  The nauseous vault
Boomed with bad dreams and the Jovian voices of surgeons.
Then mother swam up, holding a tin basin.
O I was sick.
They've changed all that.  Traveling
Nude as Cleopatra in my well-boiled hospital shift,
Fizzy with sedatives and unusually humorous,
I roll to an anteroom where a kind man
Fists my fingers for me.  He makes me feel something precious
Is leaking from the finger-vents.  At the count of two,
Darkness wipes me out like chalk on a blackboard. . .
I don't know a thing.
For five days I lie in secret,
Tapped like a cask, the years draining into my pillow.
Even my best friend thinks I'm in the country.
Skin doesn't have roots, it peels away easy as paper.
When I grin, the stitches tauten.  I grow backward.  I'm twenty,
Broody and in long skirts on my first husband's sofa, my fingers
Buried in the lambswool of the dead poodle;
I hadn't a cat yet.
Now she's done for, the dewlapped lady
I watched settle, line by line, in my mirror—
Old sock-face, sagged on a darning egg.
They've trapped her in some laboratory jar.
Let her die there, or wither incessantly for the next fifty years,
Nodding and rocking and fingering her thin hair.
Mother to myself, I wake swaddled in gauze,
Pink and smooth as a baby."
The Rabbit Catcher,"It was a place of force—
The wind gagging my mouth with my own blown hair,
Tearing off my voice, and the sea
Blinding me with its lights, the lives of the dead
Unreeling in it, spreading like oil.
I tasted the malignity of the gorse,
Its black spikes,
The extreme unction of its yellow candle-flowers.
They had an efficiency, a great beauty,
And were extravagant, like torture.
There was only one place to get to.
Simmering, perfumed,
The paths narrowed into the hollow.
And the snares almost effaced themselves—
Zeros, shutting on nothing,
Set close, like birth pangs.
The absence of shrieks
Made a hole in the hot day, a vacancy.
The glassy light was a clear wall,
The thickets quiet.
I felt a still busyness, an intent.
I felt hands round a tea mug, dull, blunt,
Ringing the white china.
How they awaited him, those little deaths!
They waited like sweethearts. They excited him.
And we, too, had a relationship—
Tight wires between us,
Pegs too deep to uproot, and a mind like a ring
Sliding shut on some quick thing,
The constriction killing me also."
Denouement Villanelle,"The telegram says you have gone away
And left our bankrupt circus on its own;
There is nothing more for me to say.
The maestro gives the singing birds their pay
And they buy tickets for the tropic zone;
The telegram says you have gone away.
The clever woolly dogs have had their day
They shoot the dice for one remaining bone;
There is nothing more for me to say.
The lion and the tigers turn to clay
And Jumbo sadly trumpets into stone;
The telegram says you have gone away.
The morbid cobra's wits have run astray;
He rents his poisons out by telephone;
There is nothing more for me to say.
The colored tents all topple in the bay;
The magic saw dust writes: address unknown.
The telegram says you have gone away;
There is nothing more for me to say."
Eavesdropper,"Your brother will trim my hedges!
They darken your house,
Nosy grower,
Mole on my shoulder,
To be scratched absently,
To bleed, if it comes to that.
The stain of the tropics
Still urinous on you, a sin.
A kind of bush-stink.
You may be local,
But that yellow!
Godawful!
Your body one
Long nicotine-finger
On which I,
White cigarette,
Burn, for your inhalation,
Driving the dull cells wild.
Let me roost in you!
My distractions, my pallors.
Let them start the queer alchemy
That melts the skin
Gray tallow, from bone and bone.
So I saw your much sicker
Predecessor wrapped up,
A six and a half foot wedding-cake.
And he was not even malicious.
Do not think I don't notice your curtain—
Midnight, four o'clock,
Lit (you are reading),
Tarting with the drafts that pass,
Little **** tongue,
Chenille beckoner,
Beckoning my words in—
The zoo yowl, the mad soft
Mirror talk you love to catch me at.
How you jumped when I jumped on you!
Arms folded, ear cocked,
Toad-yellow under the drop
That would not, would not drop
In a desert of cow people
Trundling their udders home
To the electric milker, the wifey, the big blue eye
That watches, like God, or the sky
The ciphers that watch it.
I called.
You crawled out,
A weather figure, boggling,
Belge troll, the low
Church smile
Spreading itself, like butter.
This is what I am in for—
Flea body!
Eyes like mice
Flicking over my property,
Levering letter flaps,
Scrutinizing the fly
Of the man's pants
Dead on the chair back,
Opening the fat smiles, the eyes
Of two babies
Just to make sure—
Toad-stone! Sister-****! Sweet neighbor!"
The Trial Of A Man,"The ordinary milkman brought that dawn
Of destiny, delivered to the door
In square hermetic bottles, while the sun
Ruled decree of doomsday on the floor.
The morning paper clocked the headline hour
You drank your coffee lke original sin,
And at the jet-plane anger of God's roar
Got up to let the suave blue policeman in.
Impaled upon a stern angelic stare
You were condemned to serve the legal limit
And burn to death within your neon hell.
Now, disciplined in the strict ancestral chair,
You sit, solemn-eyed, about to vomit,
The future an electrode in your skull."
The Beekeeper's Daughter,"A garden of mouthings. Purple, scarlet-speckled, black
The great corollas dilate, peeling back their silks.
Their musk encroaches, circle after circle,
A well of scents almost too dense to breathe in.
Hieratical in your frock coat, maestro of the bees,
You move among the many-breasted hives,
My heart under your foot, sister of a stone.
Trumpet-throats open to the beaks of birds.
The Golden Rain Tree drips its powders down.
In these little boudoirs streaked with orange and red
The anthers nod their heads, potent as kings
To father dynasties. The air is rich.
Here is a queenship no mother can contest —-
A fruit that's death to taste: dark flesh, dark parings.
In burrows narrow as a finger, solitary bees
Keep house among the grasses. Kneeling down
I set my eyes to a hole-mouth and meet an eye
Round, green, disconsolate as a tear.
Father, bridegroom, in this Easter egg
Under the coronal of sugar roses
The queen bee marries the winter of your year."
Parliament Hill Fields,"On this bald hill the new year hones its edge.
Faceless and pale as china
The round sky goes on minding its business.
Your absence is inconspicuous;
Nobody can tell what I lack.
Gulls have threaded the river's mud bed back
To this crest of grass.  Inland, they argue,
Settling and stirring like blown paper
Or the hands of an invalid.  The wan
Sun manages to strike such tin glints
From the linked ponds that my eyes wince
And brim; the city melts like sugar.
A crocodile of small girls
Knotting and stopping, ill-assorted, in blue uniforms,
Opens to swallow me.  I'm a stone, a stick,
One child drops a barrette of pink plastic;
None of them seem to notice.
Their shrill, gravelly gossip's funneled off.
Now silence after silence offers itself.
The wind stops my breath like a bandage.
Southward, over Kentish Town, an ashen smudge
Swaddles roof and tree.
It could be a snowfield or a cloudbank.
I suppose it's pointless to think of you at all.
Already your doll grip lets go.
The tumulus, even at noon, guards its black shadow:
You know me less constant,
Ghost of a leaf, ghost of a bird.
I circle the writhen trees.  I am too happy.
These faithful dark-boughed cypresses
Brood, rooted in their heaped losses.
Your cry fades like the cry of a gnat.
I lose sight of you on your blind journey,
While the heath grass glitters and the spindling rivulets
Unspool and spend themselves.  My mind runs with them,
Pooling in heel-prints, fumbling pebble and stem.
The day empties its images
Like a cup or a room.  The moon's crook whitens,
Thin as the skin seaming a scar.
Now, on the nursery wall,
The blue night plants, the little pale blue hill
In your sister's birthday picture start to glow.
The orange pompons, the Egyptian papyrus
Light up.  Each rabbit-eared
Blue shrub behind the glass
Exhales an indigo nimbus,
A sort of cellophane balloon.
The old dregs, the old difficulties take me to wife.
Gulls stiffen to their chill vigil in the drafty half-light;
I enter the lit house."
The Surgeon At 2 A.M.,"The white light is artificial, and hygienic as heaven.
The microbes cannot survive it.
They are departing in their transparent garments, turned aside
From the scalpels and the rubber hands.
The scalded sheet is a snowfield, frozen and peaceful.
The body under it is in my hands.
As usual there is no face. A lump of Chinese white
With seven holes thumbed in. The soul is another light.
I have not seen it; it does not fly up.
Tonight it has receded like a ship's light.
It is a garden I have to do with —- tubers and fruit
Oozing their jammy substances,
A mat of roots. My assistants hook them back.
Stenches and colors assail me.
This is the lung-tree.
These orchids are splendid. They spot and coil like snakes.
The heart is a red bell-bloom, in distress.
I am so small
In comparison to these organs!
I worm and hack in a purple wilderness.
The blood is a sunset. I admire it.
I am up to my elbows in it, red and squeaking.
Still is seeps me up, it is not exhausted.
So magical! A hot spring
I must seal off and let fill
The intricate, blue piping under this pale marble.
How I admire the Romans —-
Aqeducts, the Baths of Caracella, the eagle nose!
The body is a Roman thing.
It has shut its mouth on the stone pill of repose.
It is a statue the orderlies are wheeling off.
I have perfected it.
I am left with and arm or a leg,
A set of teeth, or stones
To rattle in a bottle and take home,
And tissues in slices—a pathological salami.
Tonight the parts are entombed in an icebox.
Tomorrow they will swim
In vinegar like saints' relics.
Tomorrow the patient will have a clean, pink plastic limb.
Over one bed in the ward, a small blue light
Announces a new soul. The bed is blue.
Tonight, for this person, blue is a beautiful color.
The angels of morphia have borne him up.
He floats an inch from the ceiling,
Smelling the dawn drafts.
I walk among sleepers in gauze sarcophagi.
The red night lights are flat moons. They are dull with blood.
I am the sun, in my white coat,
Grey faces, shuttered by drugs, follow me like flowers."
Private Ground,"First frost, and I walk among the rose-fruit, the marble toes
Of the Greek beauties you brought
Off Europe's relic heap
To sweeten your neck of the New York woods.
Soon each white lady will be boarded up
Against the crackling climate.
All morning, with smoking breath, the handyman
Has been draining the goldfish ponds.
They collapse like lungs, the escaped water
Threading back, filament by filament, to the pure
Platonic table where it lives. The baby carp
Litter the mud like orangepeel.
Eleven weeks, and I know your estate so well
I need hardly go out at all.
A superhighway seals me off.
Trading their poisons, the north and south bound cars
Flatten the doped snakes to ribbon. In here, the grasses
Unload their griefs on my shoes,
The woods creak and ache, and the day forgets itself.
I bend over this drained basin where the small fish
Flex as the mud freezes.
They glitter like eyes, and I collect them all.
Morgue of old logs and old images, the lake
Opens and shuts, accepting them among its reflections."
Recantation,"'Tea leaves I've given up,
And that crooked line
On the queen's palm
Is no more my concern.
On my black pilgrimage
This moon-pocked crystal ball
Will break before it help;
Rather than croak out
What's to come,
My darling ravens are flown.
'Forswear those freezing tricks of sight
And all else I've taught
Against the flower in the blood:
Not wealth nor wisdom stands
Above the simple vein,
The straight mouth.
Go to your greenhorn youth
Before time ends
And do good
With your white hands.'"
Flute Notes From A Reedy Pond,"Now coldness comes sifting down, layer after layer,
To our bower at the lily root.
Overhead the old umbrellas of summer
Wither like pithless hands. There is little shelter.
Hourly the eye of the sky enlarges its blank
Dominion. The stars are no nearer.
Already frog-mouth and fish-mouth drink
The liquor of indolence, and all thing sink
Into a soft caul of forgetfulness.
The fugitive colors die.
Caddis worms drowse in their silk cases,
The lamp-headed nymphs are nodding to sleep like statues.
Puppets, loosed from the strings of the puppetmaster
Wear masks of horn to bed.
This is not death, it is something safer.
The wingy myths won't tug at us anymore:
The molts are tongueless that sang from above the water
Of golgotha at the tip of a reed,
And how a god flimsy as a baby's finger
Shall unhusk himself and steer into the air."
Memoirs Of A Spinach-Picker,"They called the place Lookout Farm.
Back then, the sun
Didn't go down in such a hurry. How it
Lit things, that lamp of the Possible!
Wet yet
Lay over the leaves like a clear cellophane,
A pane of dragonfly wing, when they left me
With a hundred bushel baskets on the edge
Of the spinach patch.
Bunch after bunch of green
Upstanding spinach-tips wedged in a circle—
Layer on layer, and you had a basket
Irreproachable as any lettuce head,
Pure leafage. A hundred baskets by day's end.
Sun and sky mirrored the green of the spinach.
In the tin pail shaded by yellow paper
Well-water kept cool at the start of the rows.
The water had an iron taste, and the air,
Even, a tang of metal.
Day in, day out,
I bent over the plants in my leather-kneed
Dungarees, proud as a lady in a sea
Of prize roses, culling the fullest florets;
My world pyramided with laden baskets.
I'd only to set one foot in wilderness—
A whole sea of spinach-heads leaned to my hand."
On The Difficulty Of Conjuring Up A Dryad,"Ravening through the persistent bric-à-brac
Of blunt pencils, rose-sprigged coffee cup,
Postage stamps, stacked books' clamor and yawp,
Neighborhood cockcrow—all nature's prodigal backtalk,
The vaunting mind
Snubs impromptu spiels of wind
And wrestles to impose
Its own order on what is.
‘With my fantasy alone,' brags the importunate head,
Arrogant among rook-tongued spaces,
Sheep greens, finned falls, ‘I shall compose a crisis
To stun sky black out, drive gibbering mad
Trout, cock, ram,
That bulk so calm
On my jealous stare,
Self-sufficient as they are.'
But no hocus-pocus of green angels
Damasks with dazzle the threadbare eye;
‘My trouble, doctor, is: I see a tree,
And that damn scrupulous tree won't practice wiles
To beguile sight:
E.g., by cant of light
Concoct a Daphne;
My tree stays tree.
‘However I wrench obstinate bark and trunk
To my sweet will, no luminous shape
Steps out radiant in limb, eye, lip,
To hoodwink the honest earth which pointblank
Spurns such fiction
As nymphs; cold vision
Will have no counterfeit
Palmed off on it.
‘No doubt now in dream-propertied fall some moon-eyed,
Star-lucky sleight-of-hand man watches
My jilting lady squander coin, gold leaf stock ditches,
And the opulent air go studded with seed,
While this beggared brain
Hatches no fortune,
But from leaf, from grass,
Thieves what it has.'"
Maenad,"Once I was ordinary:
Sat by my father's bean tree
Eating the fingers of wisdom.
The birds made milk.
When it thundered I hid under a flat stone.
The mother of mouths didn't love me.
The old man shrank to a doll.
O I am too big to go backward:
Birdmilk is feathers,
The bean leaves are dumb as hands.
This month is fit for little.
The dead ripen in the grapeleaves.
A red tongue is among us.
Mother, keep out of my barnyard,
I am becoming another.
Dog-head, devourer:
Feed me the berries of dark.
The lids won't shut. Time
Unwinds from the great umbilicus of the sun
Its endless glitter.
I must swallow it all.
Lady, who are these others in the moon's vat —-
Sleepdrunk, their limbs at odds?
In this light the blood is black.
Tell me my name."
Suicide Off Egg Rock,"Behind him the hotdogs split and drizzled
On the public grills, and the ochreous salt flats,
Gas tanks, factory stacks- that landscape
Of imperfections his bowels were part of-
Rippled and pulsed in the glassy updraught.
Sun struck the water like a damnation.
No pit of shadow to crawl into,
And his blood beating the old tattoo
I am, I am, I am. Children
Were squealing where combers broke and the spindrift
Raveled wind-ripped from the crest of the wave.
A mongrel working his legs to a gallop
Hustled a gull flock to flap off the sandspit.
He smoldered, as if stone-deaf, blindfold,
His body beached with the sea's garbage,
A machine to breathe and beat forever.
Flies filing in through a dead skate's eyehole
Buzzed and assailed the vaulted brainchamber.
The words in his book wormed off the pages.
Everything glittered like blank paper.
Everything shrank in the sun's corrosive
Ray but Egg Rock on the blue wastage.
He heard when he walked into the water
The forgetful surf creaming on those ledges."
The Princess And The Goblins,"From fabrication springs the spiral stair
up which the wakeful princess climbs to find
the source of blanching light that conjured her
to leave her bed of fever and ascend
a visionary ladder toward the moon
whose holy blue anoints her injured hand.
With finger bandaged where the waspish pin
flew from the intricate embroidery
and stung according to the witch's plan,
she mounts through malice of the needle's eye,
trailing her scrupulously simple gown
along bright asterisks by milky way.
Colonnades of angels nod her in
where ancient, infinite, and beautiful,
her legendary godmother leans down,
spinning a single stubborn thread of wool
which all the artful wizards cannot crimp
to keep the young girl from her crowning goal.
Initiated by the lunar lamp,
kindling her within a steepled flame,
the princess hears the thunder and the pomp
of squadrons underground abducting him
who is the destination of the cord
now bound around her wrist till she redeem
this miner's boy from goblin bodyguard.
Guided only by the tug and twitch
of that mercurial strand, the girl goes down
the darkening stair, undoes the palace latch
and slips unseen past watchmen on the lawn
dozing around their silvered sentry box.
Across the frosted grass she marks the sheen
of thread conducting her to the worn tracks
made by miners up the mountainside
among the jagged mazes of the rocks.
Laboring on the tilt of that steep grade
behind which the declining moon has set,
she recalls queer stories her nurse read
about a goblin raid on miner's hut
because new excavations came too near
the chambers where their fiendish queen would sit.
Hearing a weird cackle from afar,
she clutches at the talismanic cord
and confronts a cairn of iron ore.
Suddenly a brazen song is heard
from the pragmatic boy confined within,
gaily cursing the whole goblin horde.
Inviolate in the circle of that skein,
looping like faith about her bleeding feet,
the princess frees the miner, stone by stone,
and leads him home to be her chosen knight.
The princess coaxes the incredulous boy
through candid kitchens in the rising sun
to seek the staircase by the glare of day.
Hand in hand, they scale meridian,
clambering up the creaking heights of heat
until she hears the twittering machine
which quaintly wove the fabric of her fate
behind the zodiac on attic door
with abracadabra from the alphabet.
Pointing toward the spindle's cryptic whir,
she tells the greenhorn miner to bow down
and honor the great goddess of the air
suspended aloft within her planet-shine.
Laughing aloud, the dazzled boy demands
why he should kneel before a silly scene
where pigeons promenade the gable-ends
and coo quadrilles about the blighted core
in a batch of raveled apple rinds.
At his words, the indignant godmother
vanishes in a labyrinth of hay
while sunlight winds its yarn upon the floor.
O never again will the extravagant straw
knit up a gilded fable for the child
who weeps before the desolate tableau
of clockwork that makes the royal blood run cold."
The Companionable Ills,"The nose-end that twitches, the old imperfections—-
Tolerable now as moles on the face
Put up with until chagrin gives place
To a wry complaisance—-
Dug in first as God's spurs
To start the spirit out of the mud
It stabled in; long-used, became well-loved
Bedfellows of the spirit's debauch, fond masters."
Letter To A Purist,"That grandiose colossus who
Stood astride
The envious assaults of sea
(Essaying, wave by wave,
Tide by tide,
To undo him, perpetually),
Has nothing on you,
O my love,
O my great idiot, who
With one foot
Caught (as it were) in the muck-trap
Of skin and bone,
Dithers with the other way out
In preposterous provinces of the madcap
Cloud-cuckoo,
Agawp at the impeccable moon."
