Title,Content
"About My Very Tortured Friend, Peter","he lives in a house with a swimming pool
and says the job is
killing him.
he is 27. I am 44. I can’t seem to
get rid of
him. his novels keep coming
back. “what do you expect me to do?” he screams
“go to New York and pump the hands of the
publishers?”
“no,” I tell him, “but quit your job, go into a
small room and do the
thing.”
“but I need ASSURANCE, I need something to
go by, some word, some sign!”
“some men did not think that way:
Van Gogh, Wagner—”
“oh hell, Van Gogh had a brother who gave him
paints whenever he
needed them!”
“look,” he said, “I’m over at this broad’s house today and
this guy walks in. a salesman. you know
how they talk. drove up in this new
car. talked about his vacation. said he went to
Frisco—saw Fidelio up there but forgot who
wrote it. now this guy is 54 years
old. so I told him: ‘Fidelio is Beethoven’s only
opera.’ and then I told
him: ‘you’re a jerk!’ ‘whatcha mean?’ he
asked. ‘I mean, you’re a jerk, you’re 54 years old and
you don’t know anything!’”
“what happened
then?”
“I walked out.”
“you mean you left him there with
her?”
“yes.”
“I can’t quit my job,” he said. “I always have trouble getting a
job. I walk in, they look at me, listen to me talk and
they think right away, ah ha! he’s too intelligent for
this job, he won’t stay
so there’s really no sense in hiring
him.
now, YOU walk into a place and you don’t have any trouble:
you look like an old wino, you look like a guy who needs a
job and they look at you and they think:
ah ha!: now here’s a guy who really needs work! if we hire
him he’ll stay a long time and work
HARD!”
“do any of those people,” he asks “know you are a
writer, that you write poetry?”
“no.”
“you never talk about
it. not even to
me! if I hadn’t seen you in that magazine I’d
have never known.”
“that’s right.”
“still, I’d like to tell these people that you are a
writer.”
“I’d still like to
tell them.”
“why?”
“well, they talk about you. they think you are just a
horseplayer and a drunk.”
“I am both of those.”
“well, they talk about you. you have odd ways. you travel alone.
I’m the only friend you
have.”
“yes.”
“they talk you down. I’d like to defend you. I’d like to tell
them you write
poetry.”
“leave it alone. I work here like they
do. we’re all the same.”
“well, I’d like to do it for myself then. I want them to know why
I travel with
you. I speak 7 languages, I know my music—”
“forget it.”
“all right, I’ll respect your
wishes. but there’s something else—”
“what?”
“I’ve been thinking about getting a
piano. but then I’ve been thinking about getting a
violin too but I can’t make up my
mind!”
“buy a piano.”
“you think
so?”
“yes.”
he walks away
thinking about
it.
I was thinking about it
too: I figure he can always come over with his
violin and more
sad music."
Decline,"naked along the side of the house,
8 a.m., spreading sesame seed oil
over my body, Jesus, have I come
to this?
I once battled in dark alleys for a
laugh.
now I'm not laughing.
I splash myself with oil and wonder,
how many years do you want?
how many days?
my blood is soiled and a dark
angel sits in my brain.
things are made of something and
go to nothing.
I understand the fall of cities, of
nations.
a small plane passes overhead.
I look upward as if it made sense to
look upward.
it's true, the sky has rotted:
it won't be long for any of
us."
The Aliens,"you may not believe it
but there are people
who go through life with
very little
friction or
distress.
they dress well, eat
well, sleep well.
they are contented with
their family
life.
they have moments of
grief
but all in all
they are undisturbed
and often feel
very good.
and when they die
it is an easy
death, usually in their
sleep.
you may not believe
it
but such people do
exist.
but I am not one of
them.
oh no, I am not one
of them,
I am not even near
to being
one of
them
but they are
there
and I am
here."
How Is Your Heart?,"during my worst times
on the park benches
in the jails
or living with
whores
I always had this certain
contentment-
I wouldn't call it
happiness-
it was more of an inner
balance
that settled for
whatever was occuring
and it helped in the
factories
and when relationships
went wrong
with the
girls."
Cut While Shaving,"It's never quite right, he said, the way people look,
the way the music sounds, the way the words are
written.
It's never quite right, he said, all the things we are
taught, all the loves we chase, all the deaths we
die, all the lives we live,
they are never quite right,
they are hardly close to right,
these lives we live
one after the other,
piled there as history,
the waste of the species,
the crushing of the light and the way,
it's not quite right,
it's hardly right at all
he said.
don't I know it? I
answered.
I walked away from the mirror.
it was morning, it was afternoon, it was
night
nothing changed
it was locked in place.
something flashed, something broke, something
remained.
I walked down the stairway and
into it.
Submitted by Tom"
"We Ain'T Got No Money, Honey, But We Got Rain","call it the greenhouse effect or whatever
but it just doesn't rain like it used to.
I particularly remember the rains of the
depression era.
there wasn't any money but there was
plenty of rain.
it wouldn't rain for just a night or
a day,
it would RAIN for 7 days and 7
nights
and in Los Angeles the storm drains
weren't built to carry off taht much
water
and the rain came down THICK and
MEAN and
STEADY
and you HEARD it banging against
the roofs and into the ground
waterfalls of it came down
from roofs
and there was HAIL
big ROCKS OF ICE
bombing
exploding smashing into things
and the rain
just wouldn't
STOP
and all the roofs leaked-
dishpans,
cooking pots
were placed all about;
they dripped loudly
and had to be emptied
again and
again.
the rain came up over the street curbings,
across the lawns, climbed up the steps and
entered the houses.
there were mops and bathroom towels,
and the rain often came up through the
toilets:bubbling, brown, crazy,whirling,
and all the old cars stood in the streets,
cars that had problems starting on a
sunny day,
and the jobless men stood
looking out the windows
at the old machines dying
like living things out there.
the jobless men,
failures in a failing time
were imprisoned in their houses with their
wives and children
and their
pets.
the pets refused to go out
and left their waste in
strange places.
the jobless men went mad
confined with
their once beautiful wives.
there were terrible arguments
as notices of foreclosure
fell into the mailbox.
rain and hail, cans of beans,
bread without butter; fried
eggs, boiled eggs, poached
eggs; peanut butter
sandwiches, and an invisible
chicken in every pot.
my father, never a good man
at best, beat my mother
when it rained
as I threw myself
between them,
the legs, the knees, the
screams
until they
seperated.
'I'll kill you,' I screamed
at him. 'You hit her again
and I'll kill you! '
'Get that son-of-a-bitching
kid out of here! '
'no, Henry, you stay with
your mother! '
all the households were under
seige but I believe that ours
held more terror than the
average.
and at night
as we attempted to sleep
the rains still came down
and it was in bed
in the dark
watching the moon against
the scarred window
so bravely
holding out
most of the rain,
I thought of Noah and the
Ark
and I thought, it has come
again.
we all thought
that.
and then, at once, it would
stop.
and it always seemed to
stop
around 5 or 6 a.m.,
peaceful then,
but not an exact silence
because things continued to
drip
drip
drip
and there was no smog then
and by 8 a.m.
there was a
blazing yellow sunlight,
Van Gogh yellow-
crazy, blinding!
and then
the roof drains
relieved of the rush of
water
began to expand in the warmth:
PANG! PANG! PANG!
and everybody got up and looked outside
and there were all the lawns
still soaked
greener than green will ever
be
and there were birds
on the lawn
CHIRPING like mad,
they hadn't eaten decently
for 7 days and 7 nights
and they were weary of
berries
and
they waited as the worms
rose to the top,
half drowned worms.
the birds plucked them
up
and gobbled them
down; there were
blackbirds and sparrows.
the blackbirds tried to
drive the sparrows off
but the sparrows,
maddened with hunger,
smaller and quicker,
got their
due.
the men stood on their porches
smoking cigarettes,
now knowing
they'd have to go out
there
to look for that job
that probably wasn't
there, to start that car
that probably wouldn't
start.
and the once beautiful
wives
stood in their bathrooms
combing their hair,
applying makeup,
trying to put their world back
together again,
trying to forget that
awful sadness that
gripped them,
wondering what they could
fix for
breakfast.
and on the radio
we were told that
school was now
open.
and
soon
there I was
on the way to school,
massive puddles in the
street,
the sun like a new
world,
my parents back in that
house,
I arrived at my classroom
on time.
Mrs. Sorenson greeted us
with, 'we won't have our
usual recess, the grounds
are too wet.'
'AW! ' most of the boys
went.
'but we are going to do
something special at
recess,' she went on,
'and it will be
fun! '
well, we all wondered
what that would
be
and the two hour wait
seemed a long time
as Mrs.Sorenson
went about
teaching her
lessons.
I looked at the little
girls, they looked so
pretty and clean and
alert,
they sat still and
straight
and their hair was
beautiful
in the California
sunshine.
the the recess bells rang
and we all waited for the
fun.
then Mrs. Sorenson told us:
'now, what we are going to
do is we are going to tell
each other what we did
during the rainstorm!
we'll begin in the front row
and go right around!
now, Michael, you're first! ...'
well, we all began to tell
our stories, Michael began
and it went on and on,
and soon we realized that
we were all lying, not
exactly lying but mostly
lying and some of the boys
began to snicker and some
of the girls began to give
them dirty looks and
Mrs.Sorenson said,
'all right! I demand a
modicum of silence
here!
I am interested in what
you did
during the rainstorm
even if you
aren't! '
so we had to tell our
stories and they were
stories.
one girl said that
when the rainbow first
came
she saw God's face
at the end of it.
only she didn't say which end.
one boy said he stuck
his fishing pole
out the window
and caught a little
fish
and fed it to his
cat.
almost everybody told
a lie.
the truth was just
too awful and
embarassing to tell.
then the bell rang
and recess was
over.
'thank you,' said Mrs.
Sorenson, 'that was very
nice.
and tomorrow the grounds
will be dry
and we will put them
to use
again.'
most of the boys
cheered
and the little girls
sat very straight and
still,
looking so pretty and
clean and
alert,
their hair beautiful in a sunshine that
the world might never see
again.
and"
Sway With Me,"sway with me, everything sad -
madmen in stone houses
without doors,
lepers steaming love and song
frogs trying to figure
the sky;
sway with me, sad things -
fingers split on a forge
old age like breakfast shell
used books, used people
used flowers, used love
I need you
I need you
I need you:
it has run away
like a horse or a dog,
dead or lost
or unforgiving."
I'm In Love,"she's young, she said,
but look at me,
I have pretty ankles,
and look at my wrists, I have pretty
wrists
o my god,
I thought it was all working,
and now it's her again,
every time she phones you go crazy,
you told me it was over
you told me it was finished,
listen, I've lived long enough to become a
good woman,
why do you need a bad woman?
you need to be tortured, don't you?
you think life is rotten if somebody treats you
rotten it all fits,
doesn't it?
tell me, is that it? do you want to be treated like a
piece of shit?
and my son, my son was going to meet you.
I told my son
and I dropped all my lovers.
I stood up in a cafe and screamed
I'M IN LOVE,
and now you've made a fool of me...
I'm sorry, I said, I'm really sorry.
hold me, she said, will you please hold me?
I've never been in one of these things before, I said,
these triangles...
she got up and lit a cigarette, she was trembling all
over.she paced up and down,wild and crazy.she had
a small body.her arms were thin,very thin and when
she screamed and started beating me I held her
wrists and then I got it through the eyes:hatred,
centuries deep and true.I was wrong and graceless and
sick.all the things I had learned had been wasted.
there was no creature living as foul as I
and all my poems were
false."
Flophouse,"you haven't lived
until you've been in a
flophouse
with nothing but one
light bulb
and 56 men
squeezed together
on cots
with everybody
snoring
at once
and some of those
snores
so
deep and
gross and
unbelievable-
dark
snotty
gross
subhuman
wheezings
from hell
itself.
your mind
almost breaks
under those
death-like
sounds
and the
intermingling
odors:
hard
unwashed socks
pissed and
shitted
underwear
and over it all
slowly circulating
air
much like that
emanating from
uncovered
garbage
cans.
and those
bodies
in the dark
fat and
thin
and
bent
some
legless
armless
some
mindless
and worst of
all:
the total
absence of
hope
it shrouds
them
covers them
totally.
it's not
bearable.
you get
up
go out
walk the
streets
up and
down
sidewalks
past buildings
around the
corner
and back
up
the samestreet
thinking
those men
were all
children
once
what has happened
to
them?
and what has
happened
to
me?
it's dark
and cold
out
here."
I Made A Mistake,"I reached up into the top of the closet
and took out a pair of blue panties
and showed them to her and
asked 'are these yours? '
and she looked and said,
'no, those belong to a dog.'
she left after that and I haven't seen
her since. she's not at her place.
I keep going there, leaving notes stuck
into the door. I go back and the notes
are still there. I take the Maltese cross
cut it down from my car mirror, tie it
to her doorknob with a shoelace, leave
a book of poems.
when I go back the next night everything
is still there.
I keep searching the streets for that
blood-wine battleship she drives
with a weak battery, and the doors
hanging from broken hinges.
I drive around the streets
an inch away from weeping,
ashamed of my sentimentality and
possible love.
a confused old man driving in the rain
wondering where the good luck
went."
True,"one of Lorca's best lines
is,
""agony, always
agony ..."""
Having The Flu And With Nothing Else To Do,"I read a book about John Dos Passos and according to
the book once radical-communist
John ended up in the Hollywood Hills living off investments
and reading the
Wall Street Journal
this seems to happen all too often.
what hardly ever happens is
a man going from being a young conservative to becoming an
old wild-ass radical
however:
young conservatives always seem to become old
conservatives.
it's a kind of lifelong mental vapor-lock.
but when a young radical ends up an
old radical
the critics
and the conservatives
treat him as if he escaped from a mental
institution.
such is our politics and you can have it
all.
keep it.
sail it up your
ass."
Some People,"some people never go crazy.
me, sometimes I'll lie down behind the couch
for 3 or 4 days.
they'll find me there.
it's Cherub, they'll say, and
they pour wine down my throat
rub my chest
sprinkle me with oils."
Rhyming Poem,"the goldfish sing all night with guitars,
and the whores go down with the stars,
the whores go down with the stars"
"His Wife, The Painter","There are sketches on the walls of men and women and ducks,
and outside a large green bus swerves through traffic like
insanity sprung from a waving line; Turgenev, Turgenev,
says the radio, and Jane Austin, Jane Austin, too.
'I am going to do her portrait on the 28th, while you are
at work.'
He is just this edge of fat and he walks constantly, he
fritters; they have him; they are eating him hollow like
a webbed fly, and his eyes are red-suckled with anger-fear.
He feels hatred and discard of the world, sharper than
his razor, and his gut-feel hangs like a wet polyp; and he
self-decisions himself defeated trying to shake his
hung beard from razor in water (like life) , not warm enough.
Daumier. Rue Transonian, le 15 Avril, 1843. (lithograph.)
Paris, Bibliotheque Nationale.
'She has a face unlike that of any woman I have ever known.'
'What is it? A love affair? '
'Silly. I can't love a woman. Besides, she's pregnant.'
I can paint- a flower eaten by a snake; that sunlight is a
lie; and that markets smell of shoes and naked boys clothed,
and that under everything some river, some beat, some twist that
clambers along the edge of my temple and bites nip-dizzy...
men drive cars and paint their houses,
but they are mad; men sit in barber chairs; buy hats.
Corot. Recollection of Mortefontaine.
Paris, Louvre.
'I must write Kaiser, though I think he's a homosexual.'
'Are you still reading Freud? '
'Page 299.'
She made a little hat and he fastened two snaps under one
arm, reaching up from the bed like a long feeler from the
snail, and she went to church, and he thought now I h've
time and the dog.
About church: the trouble with a mask is it
never changes.
So rude the flowers that grow and do not grow beautiful.
So magic the chair on the patio that does not hold legs
and belly and arm and neck and mouth that bites into the
wind like the ned of a tunnel.
He turned in bed and thought: I am searching for some
segment in the air. It floats about the peoples heads.
When it rains on the trees it sits between the branches
warmer and more blood-real than the dove.
Orozco. Christ Destroying the Cross.
Hanover, Dartmouth College, Baker Library.
He burned away in his sleep."
My Father,"was a truly amazing man
he pretended to be
rich
even though we lived on beans and mush and weenies
when we sat down to eat, he said,
""not everybody can eat like this.""
and because he wanted to be rich or because he actually
thought he was rich
he always voted Republican
and he voted for Hoover against Roosevelt
and he lost
and then he voted for Alf Landon against Roosevelt
and he lost again
saying, ""I don't know what this world is coming to,
now we've got that god damned Red in there again
and the Russians will be in our backyard next!""
I think it was my father who made me decide to
become a bum.
I decided that if a man like that wants to be rich
then I want to be poor.
and I became a bum.
I lived on nickles and dimes and in cheap rooms and
on park benches.
I thought maybe the bums knew something.
but I found out that most of the bums wanted to be
rich too.
they had just failed at that.
so caught between my father and the bums
I had no place to go
and I went there fast and slow.
never voted Republican
never voted.
buried him
like an oddity of the earth
like a hundred thousand oddities
like millions of other oddities,
wasted."
Paris,"never
even in calmer times
have I ever
dreamed of
bicycling through that
city
wearing a
beret
and
Camus
always
pissed
me
off."
My First Affair With That Older Woman,"when I look back now
at the abuse I took from
her
I feel shame that I was so
innocent,
but I must say
she did match me drink for
drink,
and I realized that her life
her feelings for things
had been ruined
along the way
and that I was no mare than a
temporary
companion;
she was ten years older
and mortally hurt by the past
and the present;
she treated me badly:
desertion, other
men;
she brought me immense
pain,
continually;
she lied, stole;
there was desertion,
other men,
yet we had our moments; and
our little soap opera ended
with her in a coma
in the hospital,
and I sat at her bed
for hours
talking to her,
and then she opened her eyes
and saw me:
""I knew it would be you,""
she said.
then hse closed her
eyes.
the next day she was
dead.
I drank alone
for two years
after that."
My Groupie,"I read last Saturday in the
redwoods outside of Santa Cruz
and I was about 3/4's finished
when I heard a long high scream
and a quite attractive
young girl came running toward me
long gown & divine eyes of fire
and she leaped up on the stage
and screamed: ""I WANT YOU!
I WANT YOU! TAKE ME! TAKE
ME!""
I told her, ""look, get the hell
away from me.""
but she kept tearing at my
clothing and throwing herself
at me.
""where were you,"" I
asked her, ""when I was living
on one candy bar a day and
sending short stories to the
Atlantic Monthly?""
she grabbed my balls and almost
twisted them off. her kisses
tasted like shitsoup.
2 women jumped up on the stage
and
carried her off into the
woods.
I could still hear her screams
as I began the next poem.
mabye, I thought, I should have
taken her on stage in front
of all those eyes.
but one can never be sure
whether it's good poetry or
bad acid."
Writing,"often it is the only
thing
between you and
impossibility.
no drink,
no woman's love,
no wealth
can
match it."
Hot,"she was hot, she was so hot
I didn't want anybody else to have her,
and if I didn't get home on time
she'd be gone, and I couldn't bear that-
I'd go mad...
it was foolish I know, childish,
but I was caught in it, I was caught.
I delivered all the mail
and then Henderson put me on the night pickup run
in an old army truck,
the damn thing began to heat halfway through the run
and the night went on
me thinking about my hot Miriam
and jumping in and out of the truck
filling mailsacks
the engine continuing to heat up
the temperature needle was at the top
HOT HOT
like Miriam.
leaped in and out
3 more pickups and into the station
I'd be, my car
waiting to get me to Miriam who sat on my blue couch
with scotch on the rocks
crossing her legs and swinging her ankles
like she did,
2 more stops...
the truck stalled at a traffic light, it was hell
kicking it over
again...
I had to be home by 8,8 was the deadline for Miriam.
I made the last pickup and the truck stalled at a signal
1/2 block from the station...
it wouldn't start, it couldn't start...
I locked the doors, pulled the key and ran down to the
station...
I threw the keys down...signed out...
your goddamned truck is stalled at the signal,
I shouted,
Pico and Western...
...I ran down the hall,put the key into the door,
opened it...her drinking glass was there, and a note:
sun of a bitch:
I waited until 5 after ate
you don't love me
you sun of a bitch
somebody will love me
I been wateing all day
Miriam
I poured a drink and let the water run into the tub
there were 5,000 bars in town
and I'd make 25 of them
looking for Miriam
her purple teddy bear held the note
as he leaned against a pillow
I gave the bear a drink, myself a drink
and got into the hot
water."
Melancholia,"the history of melancholia
includes all of us.
me, I writhe in dirty sheets
while staring at blue walls
and nothing.
I have gotten so used to melancholia
that
I greet it like an old
friend.
I will now do 15 minutes of grieving
for the lost redhead,
I tell the gods.
I do it and feel quite bad
quite sad,
then I rise
CLEANSED
even though nothing
is solved.
that’s what I get for kicking
religion in the ass.
I should have kicked the redhead
in the ass
where her brains and her bread and
butter are
at …
but, no, I’ve felt sad
about everything:
the lost redhead was just another
smash in a lifelong
loss …
I listen to drums on the radio now
and grin.
there is something wrong with me
besides
melancholia."
Metamorphosis,"a girlfriend came in
built me a bed
scrubbed and waxed the kitchen floor
scrubbed the walls
vacuumed
cleaned the toilet
the bathtub
scrubbed the bathroom floor
and cut my toenails and
my hair.
then
all on the same day
the plumber came and fixed the kitchen faucet
and the toilet
and the gas man fixed the heater
and the phone man fixed the phone.
noe I sit in all this perfection.
it is quiet.
I have broken off with all 3 of my girlfriends.
I felt better when everything was in
disorder.
it will take me some months to get back to normal:
I can't even find a roach to commune with.
I have lost my rythm.
I can't sleep.
I can't eat.
I have been robbed of
my filth."
"Hello, How Are You?","this fear of being what they are:
dead.
at least they are not out on the street, they
are careful to stay indoors, those
pasty mad who sit alone before their tv sets,
their lives full of canned, mutilated laughter.
their ideal neighborhood
of parked cars
of little green lawns
of little homes
the little doors that open and close
as their relatives visit
throughout the holidays
the doors closing
behind the dying who die so slowly
behind the dead who are still alive
in your quiet average neighborhood
of winding streets
of agony
of confusion
of horror
of fear
of ignorance.
a dog standing behind a fence.
a man silent at the window."
Rain,a symphony orchestra.
Young In New Orleans,"starving there, sitting around the bars,
and at night walking the streets for
hours,
the moonlight always seemed fake
to me, maybe it was,
and in the French Quarter I watched
the horses and buggies going by,
everybody sitting high in the open
carriages, the black driver, and in
back the man and the woman,
usually young and always white.
and I was always white.
and hardly charmed by the
world.
New Orleans was a place to
hide.
I could piss away my life,
unmolested.
except for the rats.
the rats in my dark small room
very much resented sharing it
with me.
they were large and fearless
and stared at me with eyes
that spoke
an unblinking
death.
women were beyond me.
they saw something
depraved.
there was one waitress
a little older than
I, she rather smiled,
lingered when she
brought my
coffee.
that was plenty for
me, that was
enough.
there was something about
that city, though
it didn't let me feel guilty
that I had no feeling for the
things so many others
needed.
it let me alone.
sitting up in my bed
the llights out,
hearing the outside
sounds,
lifting my cheap
bottle of wine,
letting the warmth of
the grape
enter
me
as I heard the rats
moving about the
room,
I preferred them
to
humans.
being lost,
being crazy maybe
is not so bad
if you can be
that way
undisturbed.
New Orleans gave me
that.
nobody ever called
my name.
no telephone,
no car,
no job,
no
anything.
me and the
rats
and my youth,
one time,
that time
I knew
even through the
nothingness,
it was a
celebration
of something not to
do
but only
know."
The Icecream People,"the lady has me temporarily off the bottle
and now the pecker stands up
better.
however, things change overnight--
instead of listening to Shostakovich and
Mozart through a smeared haze of smoke
the nights change, new
complexities:
we drive to Baskin-Robbins,
31 flavors:
Rocky Road, Bubble Gum, Apricot Ice, Strawberry
Cheesecake, Chocolate Mint...
we park outside and look at icecream
people
a very healthy and satisfied people,
nary a potential suicide in sight
(they probably even vote)
and I tell her
""what if the boys saw me go in there? suppose they
find out I'm going in for a walnut peach sundae?""
""come on, chicken,"" she laughs and we go in
and stand with the icecream people.
none of them are cursing or threatening
the clerks.
there seem to be no hangovers or
grievances.
I am alarmed at the placid and calm wave
that flows about. I feel like a leper in a
beauty contest. we finally get our sundaes and
sit in the car and eat them.
I must admit they are quite good. a curious new
world. (all my friends tell me I am looking
better. ""you're looking good, man, we thought you
were going to die there for a while..."")
--those 4,500 dark nights, the jails, the
hospitals...
and later that night
there is use for the pecker, use for
love, and it is glorious,
long and true,
and afterwards we speak of easy things;
our heads by the open window with the moonlight
looking through, we sleep in each other's
arms.
the icecream people make me feel good,
inside and out.
Submitted by Holt"
The Crunch,"too much too little
too fat
too thin
or nobody.
laughter or
tears
haters
lovers
strangers with faces like
the backs of
thumb tacks
armies running through
streets of blood
waving winebottles
bayoneting and fucking
virgins.
an old guy in a cheap room
with a photograph of M. Monroe.
there is a loneliness in this world so great
that you can see it in the slow movement of
the hands of a clock
people so tired
mutilated
either by love or no love.
people just are not good to each other
one on one.
the rich are not good to the rich
the poor are not good to the poor.
we are afraid.
our educational system tells us
that we can all be
big-ass winners
it hasn't told us
about the gutters
or the suicides.
or the terror of one person
aching in one place
alone
untouched
unspoken to
watering a plant.
people are not good to each other.
people are not good to each other.
people are not good to each other.
I suppose they never will be.
I don't ask them to be.
but sometimes I think about
it.
the beads will swing
the clouds will cloud
and the killer will behead the child
like taking a bite out of an ice cream cone.
too much
too little
too fat
too thin
or nobody
more haters than lovers.
people are not good to each other.
perhaps if they were
our deaths would not be so sad.
meanwhile I look at young girls
stems
flowers of chance.
there must be a way.
surely there must be a way that we have not yet
though of.
who put this brain inside of me?
it cries
it demands
it says that there is a chance.
it will not say
""no."""
Jane Icin (For Jane - In Turkish),"cimen altinda gecen 225 gunden sonra benden daha cok sey biliyor olmalisin.
kanini emip bitireli epey oldu, artik bir sepetteki kuru bir cubuksun.
bu isler boyle mi oluyor?
bu odada hala ask saatlerinin golgeleri var.
birakip gittiginde asagi yukari herseyi alip gittin.
geceleri beni ben olmaya koymayan kaplanlarin onunde diz cokuyorum.
senin sen olman asla bir daha olmayacak.
kaplanlar beni buldular ama artik umurumda bile degil.
translated by somebody"
I Like Your Books,"In the betting line the other
day
man behind me asked,
""are you Henry
Chinaski?""
""uh huh,"" I answered.
""I like your books,"" he went
on.
""thanks,"" I answered.
""who do you like in this
race?"" he asked.
""uh uh,"" I answered.
""I like the 4 horse,"" he
told me.
I made my bet and went back
to my seat....
the next race I am standing in
line and here is this same man
standing behind me
again.
there are at least 50 lines at
the windows but
he has to find mine
again.
""I think this race favors the
closers,"" he said to the back of
my neck. ""the track looks
heavy.""
""listen,"" I said, not looking
around, ""it's the kiss of death to
talk about horses at the
track...""
""what kind of rule is that?""
he asked. ""God doesn't make
rules...""
I turned around and looked at him:
""maybe not, but I
do.""
after the next race
I got in line, glanced behind
me:
he was not there:
lost another reader.
I lose 2 or 3 each
week.
fine.
let 'em go back to
Kafka."
Shoes,"when you're young
a pair of
female
high-heeled shoes
just sitting
alone
in the closet
can fire your
bones;
when you're old
it's just
a pair of shoes
without
anybody
in them
and
just as
well."
Trapped,"don't undress my love
you might find a mannequin:
don't undress the mannequin
you might find
my love."
Poetry,"it
takes
a lot of
desperation
dissatisfaction
and
disillusion
to
write
a
few
good
poems.
it's not
for
everybody
either to
write
it
or even to
read
it"
It's Ours,"there is always that space there
just before they get to us
that space
that fine relaxer
the breather
while say
flopping on a bed
thinking of nothing
or say
pouring a glass of water from the
spigot
while entranced by
nothing
that
gentle pure
space
it's worth
centuries of
existence
say
just to scratch your neck
while looking out the window at
a bare branch
that space
there
before they get to us
ensures
that
when they do
they won't
get it all
ever.
Anonymous submission."
Poetry Reading,"poetry readings have to be some of the saddest
damned things ever,
the gathering of the clansmen and clanladies,
week after week, month after month, year
after year,
getting old together,
reading on to tiny gatherings,
still hoping their genius will be
discovered,
making tapes together, discs together,
sweating for applause
they read basically to and for
each other,
they can't find a New York publisher
or one
within miles,
but they read on and on
in the poetry holes of America,
never daunted,
never considering the possibility that
their talent might be
thin, almost invisible,
they read on and on
before their mothers, their sisters, their husbands,
their wives, their friends, the other poets
and the handful of idiots who have wandered
in
from nowhere.
I am ashamed for them,
I am ashamed that they have to bolster each other,
I am ashamed for their lisping egos,
their lack of guts.
if these are our creators,
please, please give me something else:
a drunken plumber at a bowling alley,
a prelim boy in a four rounder,
a jock guiding his horse through along the
rail,
a bartender on last call,
a waitress pouring me a coffee,
a drunk sleeping in a deserted doorway,
a dog munching a dry bone,
an elephant's fart in a circus tent,
a 6 p.m. freeway crush,
the mailman telling a dirty joke
anything
anything
but
these."
So Now?,"the words have come and gone,
I sit ill.
the phone rings, the cats sleep.
Linda vacuums.
I am waiting to live,
waiting to die.
I wish I could ring in some bravery.
it's a lousy fix
but the tree outside doesn't know:
I watch it moving with the wind
in the late afternoon sun.
there's nothing to declare here,
just a waiting.
each faces it alone.
Oh, I was once young,
Oh, I was once unbelievably
young!"
Gamblers All,"sometimes you climb out of bed in the morning and you think,
I'm not going to make it, but you laugh inside
remembering all the times you've felt that way, and
you walk to the bathroom, do your toilet, see that face
in the mirror, oh my oh my oh my, but you comb your hair anyway,
get into your street clothes, feed the cats, fetch the
newspaper of horror, place it on the coffee table, kiss your
wife goodbye, and then you are backing the car out into life itself,
like millions of others you enter the arena once more.
you are on the freeway threading through traffic now,
moving both towards something and towards nothing at all as you punch
the radio on and get Mozart, which is something, and you will somehow
get through the slow days and the busy days and the dull
days and the hateful days and the rare days, all both so delightful
and so disappointing because
we are all so alike and so different.
you find the turn-off, drive through the most dangerous
part of town, feel momentarily wonderful as Mozart works
his way into your brain and slides down along your bones and
out through your shoes.
it's been a tough fight worth fighting
as we all drive along
betting on another day."
Working Out,"Van Gogh cut off his ear
gave it to a
prostitute
who flung it away in
extreme
disgust."
The Lucky Ones,"stuck in the rain on the freeway, 6:15 p.m.,
these are the lucky ones, these are the
dutifully employed, most with their radios on as loud
as possible as they try not to think or remember.
this is our new civilization: as men
once lived in trees and caves now they live
in their automobiles and on freeways as
the local news is heard again and again while
we shift from first gear to second and back to first.
there's a poor fellow stalled in the fast lane ahead, hood
up, he's standing against the freeway fence
a newspaper over his head in the rain.
the other cars force their way around his car, pull out into
the next lane in front of cars determined to shut them off.
in the lane to my right a driver is being followed by a
police car with blinking red and blue lights - he surely
can't be speeding as
suddenly the rain comes down in a giant wash and all the
cars stop and
even with the windows up I can smell somebody's clutch
burning.
I just hope it's not mine as
the wall of water diminishes and we go back into first
gear; we are all still
a long way from home as I memorize
the silhouette of the car in front of me and the shape of the
driver's head or
what
I can see of it above the headrest while
his bumper sticker asks me
HAVE YOU HUGGED YOUR KID TODAY?
suddenly I have an urge to scream
as another wall of water comes down and the
man on the radio announces that there will be a 70 percent
chance of showers tomorrow night"
Finished?,"the critics now have me
drinking champagne and
driving a BMW
and also married to a
socialite from
Philadelphia's Main Line
which of course is going to prevent me
from writing my earthy
and grubby stuff.
and they might be
right,
I could be getting to be
more like them,
and that's as close to
death as you can
get.
we'll see.
but don't bury me yet.
don't worry if I drink with
Sean Penn.
just measure the poems
as they come off the
keyboard.
listen only to them.
after this long fight
I have no intention of
quitting short.
or late.
or satisfied."
It Was Just A Little While Ago,"almost dawn
blackbirds on the telephone wire
waiting
as I eat yesterday's
forgotten sandwich
at 6 a.m.
an a quiet Sunday morning.
one shoe in the corner
standing upright
the other laying on it's
side.
yes, some lives were made to be
wasted."
